invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I426192,44,Male,29,Shoes,2,2400.51,Cash,05-03-2022,Kanyon
I271951,73,Male,29,Healthcare,8,1377.25,Debit Card,07-17-2022,Optimum Outlet
I924761,47,Male,24,Jewelry,7,1809.63,Debit Card,04-12-2023,Istanbul Sapphire
I684282,37,Female,50,Jewelry,6,16.64,Credit Card,02-03-2023,Forum Istanbul
I240881,54,Female,79,Clothing,7,190.85,Cash,10-25-2023,Zorlu Center
I886858,41,Female,56,Jewelry,7,1714.45,Cash,05-02-2022,Istanbul Sapphire
I508625,66,Male,72,Shoes,4,2975.75,Credit Card,10-20-2023,Emaar Square Mall
I686286,75,Female,26,Sports Equipment,6,1392.17,Cash,07-31-2022,Mall of Istanbul
I854178,65,Male,56,Beauty,1,1683.7,Credit Card,04-26-2022,Marmara Forum
I529162,55,Male,21,Beauty,3,1257.14,Credit Card,03-24-2024,Cevahir Mall
I831061,14,Male,38,Books,10,95.28,Debit Card,08-26-2023,Akasya Acıbadem
I532683,88,Male,48,Stationery,2,1104.86,Credit Card,04-04-2023,Emaar Square Mall
I560158,34,Female,47,Books,5,261.81,Credit Card,07-20-2023,Akasya Acıbadem
I661367,92,Female,34,Home Appliances,8,208.26,Debit Card,10-18-2022,Marmara Forum
I985544,43,Male,63,Toys,1,712.07,Credit Card,04-11-2023,Capacity
I684659,100,Male,21,Toys,3,2391.19,Cash,12-05-2022,Akasya Acıbadem
I223283,4,Male,27,Beauty,8,1865.74,Credit Card,04-11-2024,Istanbul Sapphire
I419906,4,Female,40,Toys,1,2204.25,Cash,11-18-2023,Istinye Park
I187608,34,Female,27,Books,4,2307.55,Credit Card,04-29-2022,Emaar Square Mall
I430003,44,Female,48,Toys,3,885.09,Debit Card,06-15-2023,Mall of Istanbul
I435960,15,Female,57,Electronics,6,2776.94,Debit Card,08-09-2022,Kanyon
I480639,85,Female,63,Electronics,1,2086.1,Debit Card,10-01-2022,Istinye Park
I114203,81,Female,35,Clothing,4,509.61,Credit Card,06-17-2022,Viaport Outlet
I364412,39,Female,32,Stationery,3,973.89,Credit Card,12-06-2023,Istanbul Sapphire
I816118,85,Male,22,Grocery,6,2185.94,Credit Card,03-30-2024,Mall of Istanbul
I567056,29,Female,31,Toys,9,2733.9,Cash,02-21-2024,Viaport Outlet
I683203,7,Female,18,Stationery,1,2291.32,Debit Card,02-03-2024,Viaport Outlet
I033407,59,Female,37,Clothing,9,2780.77,Debit Card,07-21-2022,Metropol AVM
I057848,15,Female,39,Grocery,10,990.05,Credit Card,11-10-2022,Zorlu Center
I026946,91,Female,37,Healthcare,5,2791.68,Debit Card,12-18-2023,Istinye Park
I578876,2,Female,71,Healthcare,4,287.68,Debit Card,08-01-2022,Istinye Park
I812811,24,Female,52,Clothing,8,63.54,Cash,02-15-2024,Cevahir Mall
I153661,12,Female,65,Healthcare,9,431.24,Credit Card,12-24-2023,Marmara Forum
I244899,38,Female,44,Home Appliances,10,1671.02,Debit Card,03-02-2023,Akasya Acıbadem
I849073,69,Male,77,Grocery,4,1746.03,Credit Card,01-29-2024,Kanyon
I610224,38,Female,65,Stationery,8,561.1,Debit Card,07-17-2023,Emaar Square Mall
I793327,62,Female,24,Garden Supplies,3,1947.99,Credit Card,07-09-2022,Mall of Istanbul
I448743,36,Male,54,Stationery,8,2378.1,Credit Card,09-26-2022,Mall of Istanbul
I720329,3,Female,79,Jewelry,7,415.1,Credit Card,06-15-2023,Optimum Outlet
I577099,22,Male,56,Sports Equipment,10,1749.98,Debit Card,10-03-2022,Emaar Square Mall
I695374,93,Female,23,Toys,1,1858.63,Debit Card,09-21-2023,Forum Istanbul
I313666,77,Male,62,Jewelry,3,1626.49,Cash,01-26-2023,Kanyon
I140577,37,Female,59,Furniture,4,1550.52,Credit Card,10-27-2022,Kanyon
I179266,93,Male,32,Beauty,6,777.19,Cash,10-27-2023,Marmara Forum
I492290,7,Male,29,Toys,9,1061.62,Debit Card,07-20-2023,Akasya Acıbadem
I008819,23,Female,39,Furniture,7,1013.31,Credit Card,09-06-2022,Marmara Forum
I917354,13,Female,62,Jewelry,2,1124.26,Credit Card,03-20-2023,Cevahir Mall
I351946,79,Male,27,Beauty,6,2216.14,Cash,02-13-2024,Metropol AVM
I225622,78,Female,62,Shoes,7,428.57,Credit Card,01-23-2024,Akasya Acıbadem
I589574,11,Female,40,Sports Equipment,10,1313.37,Debit Card,03-10-2024,Optimum Outlet
I925511,89,Female,56,Beauty,5,116.51,Debit Card,12-01-2023,Istanbul Sapphire
I758209,20,Female,26,Beauty,7,447.17,Credit Card,01-25-2024,Optimum Outlet
I524094,59,Female,22,Beauty,3,2095.72,Credit Card,10-19-2023,Forum Istanbul
I564926,3,Female,64,Electronics,2,546.03,Credit Card,09-03-2022,Mall of Istanbul
I969052,80,Male,26,Sports Equipment,8,2242.46,Cash,01-05-2023,Capacity
I593345,10,Female,77,Clothing,5,292.45,Cash,03-21-2023,Kanyon
I536581,54,Male,31,Clothing,7,1010.53,Debit Card,08-13-2023,Optimum Outlet
I922380,99,Female,61,Furniture,8,2427.73,Cash,07-03-2022,Emaar Square Mall
I747388,86,Female,58,Kitchenware,3,28.5,Credit Card,10-09-2022,Marmara Forum
I920528,69,Male,52,Jewelry,2,1303.56,Credit Card,11-01-2022,Cevahir Mall
I971864,100,Female,53,Electronics,5,2915.8,Credit Card,09-07-2022,Emaar Square Mall
I197987,55,Female,52,Garden Supplies,9,1091.14,Debit Card,10-20-2023,Zorlu Center
I560159,37,Female,22,Healthcare,7,175.23,Cash,04-17-2024,Emaar Square Mall
I596226,77,Female,36,Clothing,2,2206.36,Debit Card,02-12-2024,Cevahir Mall
I732108,81,Male,48,Healthcare,4,955.04,Cash,10-10-2023,Metrocity
I635744,94,Male,31,Kitchenware,6,944.69,Cash,01-11-2023,Cevahir Mall
I907269,56,Male,55,Clothing,9,2723.23,Debit Card,06-21-2023,Marmara Forum
I977411,83,Female,52,Clothing,5,1777.54,Cash,06-05-2022,Metropol AVM
I622772,37,Female,65,Clothing,7,2854.98,Debit Card,12-24-2022,Forum Istanbul
I184519,92,Male,79,Healthcare,4,1758.09,Credit Card,11-06-2023,Optimum Outlet
I882833,95,Male,65,Toys,2,2560.05,Debit Card,07-24-2022,Capacity
I574195,58,Female,34,Beauty,7,1899.14,Debit Card,01-28-2024,Akasya Acıbadem
I571289,35,Female,61,Stationery,10,792.44,Debit Card,03-14-2024,Mall of Istanbul
I768722,82,Female,28,Stationery,3,2345.01,Debit Card,05-09-2023,Metrocity
I113321,15,Male,50,Kitchenware,2,1007.98,Debit Card,11-30-2023,Forum Istanbul
I573202,31,Male,18,Stationery,6,1001.17,Credit Card,08-04-2023,Marmara Forum
I909063,51,Male,75,Grocery,8,226.26,Cash,12-07-2023,Forum Istanbul
I666718,63,Female,24,Furniture,7,1895.91,Debit Card,04-07-2023,Optimum Outlet
I751581,49,Female,33,Books,10,205.93,Debit Card,03-07-2024,Mall of Istanbul
I324489,53,Male,58,Clothing,8,370.9,Debit Card,09-08-2022,Kanyon
I136391,64,Female,62,Electronics,3,2131.93,Cash,01-28-2024,Zorlu Center
I212741,10,Female,21,Furniture,1,2615.51,Cash,08-20-2022,Akasya Acıbadem
I034382,54,Male,51,Clothing,8,547.68,Credit Card,09-09-2022,Cevahir Mall
I984393,26,Male,80,Jewelry,3,2085.93,Debit Card,05-02-2023,Forum Istanbul
I124386,99,Female,23,Healthcare,6,2832.49,Debit Card,09-30-2022,Capacity
I911628,34,Female,22,Jewelry,4,1969.08,Debit Card,12-07-2022,Forum Istanbul
I547144,23,Male,40,Grocery,1,2746.19,Credit Card,12-03-2022,Metropol AVM
I863609,80,Female,52,Stationery,1,1127.01,Debit Card,04-23-2024,Cevahir Mall
I440588,29,Male,77,Clothing,1,1812.38,Debit Card,08-09-2022,Istinye Park
I406150,51,Female,51,Kitchenware,1,1727.77,Debit Card,02-08-2023,Forum Istanbul
I645634,87,Male,59,Furniture,6,2100.57,Debit Card,04-03-2024,Marmara Forum
I699185,17,Male,31,Healthcare,7,1463.09,Cash,11-29-2022,Emaar Square Mall
I693378,65,Male,32,Toys,5,2441.56,Cash,11-13-2022,Optimum Outlet
I035625,87,Female,40,Garden Supplies,6,1985.67,Debit Card,10-30-2022,Mall of Istanbul
I961473,85,Female,31,Garden Supplies,3,1172.32,Cash,05-27-2022,Metrocity
I043776,88,Male,69,Sports Equipment,8,445.76,Cash,10-25-2023,Capacity
I912730,38,Male,75,Clothing,9,2331.18,Credit Card,05-14-2023,Metropol AVM
I820810,19,Female,58,Furniture,1,890.28,Debit Card,02-05-2024,Mall of Istanbul
I519329,19,Male,40,Garden Supplies,9,361.48,Debit Card,05-19-2023,Metrocity
I595562,0,Male,28,Books,2,909.97,Debit Card,08-12-2023,Marmara Forum
I679365,13,Male,70,Garden Supplies,4,453.94,Credit Card,07-02-2023,Istanbul Sapphire
I952741,95,Female,71,Beauty,3,2095.17,Cash,01-26-2024,Emaar Square Mall
I067344,28,Male,56,Sports Equipment,9,1865.54,Credit Card,05-15-2023,Kanyon
I464611,12,Female,62,Grocery,5,2575.68,Cash,06-24-2023,Optimum Outlet
I493144,31,Female,39,Home Appliances,10,2901.61,Debit Card,01-31-2024,Zorlu Center
I580550,71,Female,70,Sports Equipment,5,1968.53,Cash,07-16-2022,Optimum Outlet
I203272,47,Female,65,Furniture,4,1651.12,Debit Card,03-04-2023,Cevahir Mall
I059351,30,Male,55,Sports Equipment,2,2768.78,Debit Card,05-10-2022,Zorlu Center
I049116,68,Female,39,Clothing,4,2998.45,Credit Card,05-02-2023,Metropol AVM
I499255,96,Female,19,Healthcare,3,1281.42,Credit Card,07-31-2022,Forum Istanbul
I823177,18,Female,20,Jewelry,5,2065.77,Debit Card,02-16-2023,Cevahir Mall
I874987,98,Male,63,Toys,10,2599.58,Credit Card,05-22-2022,Mall of Istanbul
I210297,77,Female,39,Healthcare,2,1401.32,Debit Card,12-19-2023,Cevahir Mall
I876312,16,Female,65,Grocery,3,2685.98,Debit Card,12-01-2023,Marmara Forum
I115853,23,Female,23,Sports Equipment,1,1459.4,Cash,07-29-2023,Akasya Acıbadem
I616116,82,Male,30,Kitchenware,7,2999.73,Credit Card,11-13-2023,Emaar Square Mall
I678404,1,Female,39,Healthcare,10,2598.29,Credit Card,02-01-2023,Kanyon
I043115,12,Male,25,Healthcare,10,1915.01,Cash,01-18-2024,Forum Istanbul
I248692,63,Male,65,Jewelry,8,1303.09,Debit Card,05-23-2022,Emaar Square Mall
I289240,62,Male,64,Books,2,1813.56,Cash,11-21-2022,Optimum Outlet
I430097,82,Female,23,Kitchenware,1,2865.22,Debit Card,11-19-2022,Viaport Outlet
I010680,69,Male,21,Electronics,8,999.47,Debit Card,08-09-2023,Zorlu Center
I916730,97,Male,48,Home Appliances,8,285.93,Cash,12-30-2022,Capacity
I262970,82,Male,46,Furniture,8,2399.34,Credit Card,02-23-2023,Cevahir Mall
I684446,66,Male,58,Healthcare,5,737.94,Cash,10-25-2022,Metrocity
I136163,99,Male,35,Grocery,8,1398.11,Credit Card,07-01-2022,Emaar Square Mall
I899393,20,Female,58,Jewelry,5,726.79,Debit Card,10-09-2023,Marmara Forum
I499302,95,Female,62,Garden Supplies,4,761.61,Credit Card,04-24-2023,Kanyon
I053597,74,Male,77,Sports Equipment,7,1292.31,Credit Card,03-25-2023,Forum Istanbul
I990563,12,Male,76,Toys,3,223.92,Debit Card,12-31-2022,Istinye Park
I577517,84,Male,35,Shoes,2,2104.72,Credit Card,02-16-2024,Metrocity
I578968,44,Female,78,Books,2,2237.89,Cash,10-11-2023,Emaar Square Mall
I003986,80,Male,24,Furniture,10,1086.29,Debit Card,07-05-2023,Emaar Square Mall
I794908,30,Female,62,Clothing,7,2965.46,Cash,03-27-2024,Forum Istanbul
I187417,48,Male,47,Kitchenware,5,1055.16,Credit Card,06-26-2023,Metrocity
I307271,41,Male,29,Beauty,10,71.05,Cash,08-21-2022,Istinye Park
I078106,11,Female,48,Jewelry,10,288.36,Debit Card,07-02-2023,Akasya Acıbadem
I100859,18,Female,26,Books,6,545.22,Debit Card,05-30-2022,Akasya Acıbadem
I628202,91,Male,47,Clothing,10,1409.49,Credit Card,09-09-2023,Forum Istanbul
I406574,58,Female,40,Toys,7,2553.06,Cash,12-19-2023,Marmara Forum
I728947,57,Female,27,Books,9,506.27,Debit Card,09-20-2023,Optimum Outlet
I665212,36,Male,62,Grocery,3,1117.8,Debit Card,07-14-2022,Zorlu Center
I526192,58,Female,73,Sports Equipment,4,116.44,Debit Card,01-07-2023,Mall of Istanbul
I532334,1,Female,68,Kitchenware,7,1879.26,Debit Card,07-13-2022,Optimum Outlet
I262505,46,Female,26,Stationery,5,483.49,Credit Card,11-07-2022,Metrocity
I917039,63,Female,56,Jewelry,2,440.56,Cash,11-22-2022,Zorlu Center
I239360,78,Male,77,Jewelry,1,2080.52,Debit Card,10-27-2023,Capacity
I825842,24,Male,61,Garden Supplies,5,1006.06,Cash,11-08-2022,Forum Istanbul
I625735,99,Male,76,Jewelry,7,367.25,Debit Card,08-20-2023,Mall of Istanbul
I954686,45,Female,57,Stationery,6,2426.07,Credit Card,08-15-2023,Mall of Istanbul
I970249,0,Female,59,Grocery,5,361.58,Credit Card,03-04-2023,Metrocity
I275612,27,Female,76,Healthcare,2,649.6,Debit Card,09-06-2023,Mall of Istanbul
I376969,33,Male,60,Healthcare,10,2582.17,Credit Card,04-08-2024,Akasya Acıbadem
I228178,49,Male,56,Sports Equipment,4,350.42,Cash,08-29-2022,Metropol AVM
I289456,83,Male,75,Shoes,4,1872.09,Debit Card,09-29-2022,Akasya Acıbadem
I155752,62,Female,78,Jewelry,10,152.37,Credit Card,12-31-2023,Forum Istanbul
I562998,98,Female,33,Furniture,1,2355.24,Credit Card,04-23-2024,Forum Istanbul
I896324,91,Male,51,Furniture,1,1611.9,Debit Card,10-05-2023,Cevahir Mall
I433166,23,Female,43,Kitchenware,1,558.39,Cash,05-01-2023,Optimum Outlet
I315610,69,Male,58,Electronics,10,2536.76,Debit Card,08-03-2023,Zorlu Center
I738830,45,Female,34,Kitchenware,1,310.36,Debit Card,01-04-2023,Cevahir Mall
I899702,56,Male,50,Kitchenware,8,2294.24,Debit Card,05-12-2022,Capacity
I808172,96,Male,31,Kitchenware,9,1538.87,Debit Card,02-14-2024,Viaport Outlet
I661739,13,Female,40,Clothing,7,2484.79,Credit Card,10-22-2022,Emaar Square Mall
I612071,8,Male,34,Clothing,5,1747.87,Debit Card,03-07-2024,Marmara Forum
I768772,2,Female,18,Kitchenware,1,554.82,Cash,07-22-2022,Istinye Park
I259754,4,Female,71,Kitchenware,6,2744.19,Credit Card,02-19-2024,Istanbul Sapphire
I789898,90,Male,22,Home Appliances,10,2203.9,Credit Card,03-18-2023,Akasya Acıbadem
I099264,69,Male,45,Electronics,6,1588.79,Cash,05-29-2023,Marmara Forum
I825705,34,Male,49,Home Appliances,7,1447.2,Debit Card,09-19-2023,Cevahir Mall
I808893,82,Female,34,Electronics,8,99.08,Cash,09-01-2022,Istanbul Sapphire
I004874,47,Male,79,Toys,5,1068.04,Debit Card,05-04-2023,Cevahir Mall
I991647,69,Female,65,Furniture,5,2765.11,Debit Card,09-01-2022,Capacity
I312619,11,Female,33,Grocery,5,276.59,Debit Card,01-09-2024,Metropol AVM
I064251,4,Male,35,Garden Supplies,6,2552.18,Credit Card,11-08-2022,Istanbul Sapphire
I860772,63,Female,36,Toys,5,1571.84,Credit Card,09-10-2022,Istinye Park
I122176,2,Male,21,Shoes,4,1644.61,Debit Card,12-12-2023,Zorlu Center
I782873,18,Male,58,Sports Equipment,1,1677.46,Cash,01-27-2023,Zorlu Center
I932541,55,Female,66,Beauty,5,2392.72,Debit Card,01-04-2024,Cevahir Mall
I280783,12,Female,26,Clothing,8,2855.42,Debit Card,03-25-2024,Metropol AVM
I861104,66,Female,31,Clothing,10,380.21,Cash,06-17-2022,Kanyon
I041405,30,Female,20,Healthcare,7,2110.22,Cash,02-19-2024,Capacity
I487083,55,Male,20,Home Appliances,8,305.2,Debit Card,02-14-2024,Cevahir Mall
I048442,87,Male,35,Books,10,1262.07,Cash,10-31-2023,Istinye Park
I555591,22,Male,21,Toys,8,916.61,Debit Card,12-18-2023,Metropol AVM
I238808,2,Male,67,Books,7,2586.71,Credit Card,01-05-2023,Cevahir Mall
I302741,8,Female,42,Electronics,7,2632.1,Credit Card,01-01-2023,Istinye Park
I310957,56,Male,70,Jewelry,8,2922.0,Debit Card,04-27-2022,Viaport Outlet
I250784,94,Male,20,Furniture,3,801.25,Cash,09-19-2023,Emaar Square Mall
I300369,72,Male,33,Kitchenware,9,2017.99,Cash,11-07-2023,Istinye Park
I560686,45,Female,60,Clothing,6,2265.47,Credit Card,08-19-2023,Istanbul Sapphire
I055374,66,Male,63,Sports Equipment,9,2800.92,Debit Card,07-07-2022,Forum Istanbul
I585447,8,Female,65,Grocery,1,552.21,Debit Card,02-22-2023,Marmara Forum
I844218,7,Male,34,Stationery,7,2736.77,Debit Card,10-30-2022,Istanbul Sapphire
I334239,94,Male,31,Grocery,9,1665.86,Credit Card,10-09-2022,Kanyon
I728715,74,Female,56,Kitchenware,6,1026.36,Debit Card,09-18-2023,Kanyon
I148449,21,Male,76,Grocery,2,1492.74,Credit Card,12-13-2023,Cevahir Mall
I939866,95,Female,43,Toys,10,2191.38,Debit Card,05-01-2022,Optimum Outlet
I950871,88,Female,25,Books,5,2346.44,Cash,04-07-2024,Forum Istanbul
I448035,24,Male,75,Clothing,7,2905.13,Credit Card,11-27-2023,Mall of Istanbul
I190225,43,Male,50,Clothing,8,1617.8,Cash,11-25-2023,Metropol AVM
I331088,23,Female,53,Beauty,5,1566.93,Cash,12-14-2022,Metrocity
I563228,57,Male,62,Shoes,4,787.87,Cash,12-26-2023,Mall of Istanbul
I374019,88,Male,57,Beauty,4,66.26,Credit Card,05-21-2022,Capacity
I617072,15,Male,73,Sports Equipment,5,2765.05,Cash,12-11-2023,Forum Istanbul
I139399,17,Female,21,Furniture,5,1928.27,Credit Card,03-20-2024,Metropol AVM
I914671,25,Male,34,Garden Supplies,9,2743.39,Debit Card,08-27-2023,Mall of Istanbul
I621634,87,Male,58,Shoes,7,1036.12,Debit Card,01-19-2023,Istanbul Sapphire
I758522,6,Male,19,Books,4,2487.72,Debit Card,08-21-2022,Istanbul Sapphire
I887448,57,Female,71,Healthcare,5,1796.66,Cash,05-06-2023,Mall of Istanbul
I743361,53,Female,76,Books,3,1716.84,Debit Card,01-26-2023,Marmara Forum
I757820,71,Male,35,Furniture,2,209.9,Debit Card,01-28-2024,Optimum Outlet
I708460,53,Male,54,Grocery,3,1211.72,Debit Card,09-14-2022,Akasya Acıbadem
I214625,2,Female,61,Toys,2,1911.56,Credit Card,10-22-2022,Istanbul Sapphire
I607274,86,Male,79,Garden Supplies,1,2938.54,Credit Card,02-22-2023,Viaport Outlet
I965041,2,Male,33,Home Appliances,10,1628.09,Debit Card,12-13-2022,Cevahir Mall
I416138,69,Male,41,Home Appliances,8,328.19,Debit Card,04-21-2024,Capacity
I918239,1,Male,24,Home Appliances,10,579.86,Credit Card,08-17-2023,Emaar Square Mall
I477509,34,Female,39,Home Appliances,1,785.09,Debit Card,12-02-2023,Kanyon
I444755,64,Male,74,Beauty,6,1448.44,Debit Card,03-10-2024,Optimum Outlet
I552740,79,Female,59,Books,7,872.6,Credit Card,07-20-2022,Metrocity
I350499,82,Female,40,Jewelry,6,700.71,Credit Card,06-27-2022,Akasya Acıbadem
I137801,79,Female,56,Toys,8,2333.69,Credit Card,04-06-2023,Cevahir Mall
I497808,53,Female,45,Sports Equipment,6,2462.37,Credit Card,01-02-2024,Capacity
I338725,74,Male,57,Kitchenware,1,1164.04,Credit Card,10-24-2023,Istanbul Sapphire
I984071,40,Female,53,Stationery,3,2348.08,Cash,04-14-2024,Metrocity
I308625,9,Female,47,Electronics,3,913.56,Credit Card,11-11-2023,Marmara Forum
I405003,80,Female,50,Sports Equipment,10,1461.8,Debit Card,04-04-2023,Optimum Outlet
I619387,15,Female,39,Grocery,1,527.66,Cash,05-11-2022,Mall of Istanbul
I612892,96,Male,20,Healthcare,7,2764.83,Debit Card,09-04-2023,Forum Istanbul
I309948,43,Female,79,Clothing,2,1900.56,Debit Card,09-28-2022,Istanbul Sapphire
I926833,54,Male,22,Electronics,10,1929.93,Credit Card,05-04-2022,Viaport Outlet
I974983,51,Male,70,Jewelry,1,214.52,Debit Card,10-30-2023,Metrocity
I062566,69,Female,48,Clothing,1,2545.11,Debit Card,10-17-2022,Istinye Park
I630353,13,Male,59,Jewelry,10,2944.1,Credit Card,09-07-2022,Metropol AVM
I486750,13,Female,23,Grocery,8,2287.68,Debit Card,05-17-2023,Zorlu Center
I606681,49,Female,41,Healthcare,4,1394.41,Debit Card,09-06-2022,Viaport Outlet
I532319,95,Female,37,Books,8,1752.35,Cash,12-31-2023,Optimum Outlet
I281887,22,Female,77,Electronics,2,2181.95,Debit Card,10-10-2022,Kanyon
I956498,20,Female,34,Beauty,3,1154.22,Cash,05-11-2023,Istanbul Sapphire
I769458,71,Male,31,Books,5,1800.93,Debit Card,09-02-2023,Forum Istanbul
I503160,32,Female,32,Sports Equipment,10,1155.69,Credit Card,05-10-2022,Marmara Forum
I435753,59,Female,58,Grocery,7,79.08,Credit Card,02-09-2024,Metropol AVM
I605835,78,Female,25,Kitchenware,3,1034.59,Cash,08-21-2022,Optimum Outlet
I381369,33,Male,74,Jewelry,7,2931.62,Debit Card,10-04-2022,Mall of Istanbul
I948382,32,Female,32,Furniture,10,1110.72,Cash,03-02-2024,Metrocity
I475664,37,Female,27,Beauty,9,797.97,Cash,12-29-2023,Akasya Acıbadem
I811256,69,Male,30,Kitchenware,3,2951.49,Cash,10-16-2022,Istanbul Sapphire
I070558,84,Female,49,Garden Supplies,4,675.19,Debit Card,05-08-2023,Marmara Forum
I210500,28,Male,57,Grocery,1,2771.2,Cash,07-26-2023,Istinye Park
I432986,89,Female,22,Toys,5,710.26,Debit Card,03-06-2023,Akasya Acıbadem
I764038,71,Male,38,Electronics,9,241.01,Cash,01-24-2023,Optimum Outlet
I635780,34,Female,18,Kitchenware,8,2733.76,Credit Card,07-18-2023,Capacity
I028465,89,Female,58,Home Appliances,5,2380.75,Cash,10-20-2022,Marmara Forum
I134082,13,Female,79,Sports Equipment,10,581.86,Debit Card,02-27-2024,Mall of Istanbul
I348909,72,Male,48,Home Appliances,9,334.92,Debit Card,11-07-2023,Mall of Istanbul
I273446,99,Female,65,Furniture,2,2533.77,Cash,11-28-2022,Capacity
I750523,66,Male,25,Shoes,10,1285.42,Debit Card,01-17-2024,Istinye Park
I848856,91,Female,65,Shoes,7,486.74,Credit Card,12-02-2022,Istinye Park
I629014,52,Male,72,Garden Supplies,3,1596.55,Debit Card,11-10-2022,Cevahir Mall
I586439,20,Female,43,Grocery,4,728.38,Cash,06-07-2023,Zorlu Center
I587584,23,Female,77,Toys,3,686.01,Credit Card,06-15-2023,Emaar Square Mall
I634042,51,Female,52,Furniture,1,903.0,Debit Card,05-31-2023,Mall of Istanbul
I202770,2,Female,75,Furniture,4,434.01,Cash,03-20-2024,Optimum Outlet
I904114,18,Male,37,Furniture,8,1847.08,Cash,05-21-2022,Forum Istanbul
I416668,68,Male,59,Jewelry,8,2612.73,Debit Card,10-01-2022,Akasya Acıbadem
I894661,70,Male,50,Garden Supplies,7,389.87,Debit Card,11-04-2022,Mall of Istanbul
I057210,72,Female,28,Home Appliances,3,1196.86,Debit Card,08-19-2022,Marmara Forum
I517243,83,Male,65,Shoes,8,2281.43,Credit Card,11-22-2023,Viaport Outlet
I048901,25,Male,55,Electronics,8,2203.75,Cash,03-16-2023,Zorlu Center
I675745,31,Female,31,Books,1,1875.88,Credit Card,08-13-2023,Metropol AVM
I997682,29,Female,21,Sports Equipment,7,1785.54,Cash,05-05-2022,Emaar Square Mall
I620651,5,Male,75,Stationery,4,1844.99,Debit Card,05-23-2022,Viaport Outlet
I064138,26,Female,73,Grocery,5,2653.8,Debit Card,10-20-2022,Istinye Park
I614606,28,Female,79,Shoes,1,168.6,Debit Card,11-02-2023,Viaport Outlet
I816909,78,Male,43,Clothing,1,254.77,Cash,04-06-2024,Kanyon
I984215,77,Male,20,Stationery,4,1627.59,Credit Card,07-30-2023,Mall of Istanbul
I635745,12,Male,45,Garden Supplies,6,1622.19,Debit Card,09-21-2023,Cevahir Mall
I325119,17,Male,35,Toys,6,2472.01,Cash,09-19-2022,Istanbul Sapphire
I464198,39,Male,71,Electronics,2,694.69,Cash,11-22-2022,Mall of Istanbul
I371281,69,Female,80,Sports Equipment,1,544.4,Debit Card,07-10-2022,Marmara Forum
I385324,16,Male,19,Garden Supplies,4,1523.4,Debit Card,08-02-2023,Metropol AVM
I418754,44,Male,64,Clothing,3,2431.15,Cash,08-19-2023,Cevahir Mall
I560150,27,Female,28,Beauty,7,1276.58,Credit Card,01-24-2024,Cevahir Mall
I314342,64,Male,64,Grocery,8,1287.78,Credit Card,02-03-2023,Cevahir Mall
I678915,19,Female,55,Beauty,10,1880.94,Credit Card,05-02-2023,Metrocity
I991592,10,Male,60,Toys,6,565.84,Cash,04-09-2024,Zorlu Center
I157682,34,Female,49,Grocery,5,1624.42,Cash,12-30-2022,Emaar Square Mall
I940543,95,Female,79,Sports Equipment,7,2171.5,Debit Card,06-06-2022,Capacity
I244013,21,Male,36,Kitchenware,3,2671.22,Credit Card,01-03-2023,Metrocity
I402734,80,Male,66,Jewelry,5,2269.35,Debit Card,03-08-2024,Metropol AVM
I786222,24,Male,52,Garden Supplies,9,2944.95,Debit Card,08-27-2023,Metropol AVM
I618959,98,Male,63,Toys,6,1256.13,Credit Card,01-01-2023,Mall of Istanbul
I933480,13,Female,55,Shoes,4,2000.93,Credit Card,01-18-2024,Metropol AVM
I533325,86,Female,29,Kitchenware,9,936.27,Credit Card,09-04-2023,Mall of Istanbul
I202707,26,Female,75,Home Appliances,6,1285.67,Credit Card,10-30-2022,Kanyon
I341286,29,Female,50,Kitchenware,4,1485.98,Cash,02-03-2024,Akasya Acıbadem
I006473,78,Male,73,Garden Supplies,5,2747.5,Credit Card,01-26-2024,Capacity
I886222,20,Male,57,Jewelry,10,190.81,Cash,02-24-2024,Capacity
I707178,6,Male,34,Stationery,10,1272.19,Debit Card,10-17-2022,Optimum Outlet
I691033,67,Female,72,Beauty,1,132.23,Debit Card,01-08-2023,Istinye Park
I621767,96,Female,56,Grocery,9,1023.08,Cash,04-19-2023,Emaar Square Mall
I917051,19,Female,36,Healthcare,9,1442.94,Cash,09-01-2022,Istinye Park
I943211,37,Female,27,Sports Equipment,4,2246.0,Cash,06-29-2023,Istinye Park
I230891,81,Male,53,Healthcare,8,2223.57,Debit Card,03-11-2023,Metropol AVM
I893606,45,Male,33,Clothing,10,639.18,Credit Card,09-15-2022,Optimum Outlet
I004165,28,Female,59,Home Appliances,4,1667.5,Credit Card,12-16-2022,Istinye Park
I388670,53,Female,71,Shoes,8,1099.7,Credit Card,11-04-2022,Optimum Outlet
I213616,5,Female,45,Garden Supplies,7,1658.78,Debit Card,06-28-2022,Optimum Outlet
I680912,89,Male,19,Furniture,3,490.94,Cash,10-08-2022,Istinye Park
I021051,33,Male,41,Electronics,9,2563.76,Debit Card,01-26-2024,Akasya Acıbadem
I350013,64,Male,31,Grocery,3,2014.74,Cash,11-08-2022,Istinye Park
I504416,4,Male,61,Clothing,3,2096.48,Credit Card,07-19-2023,Cevahir Mall
I470659,42,Female,21,Sports Equipment,1,316.97,Debit Card,11-26-2023,Emaar Square Mall
